"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"nova1",4.03627716262168e-13,1.65390092138846,0.346,0.052,1.6230274098618e-08
"psmb3",4.05917180825229e-13,-0.509458035809725,0.037,0.252,1.63223357581633e-08
"ankrd10",4.12226732620808e-13,-0.569232136316181,0.074,0.335,1.65760491454153e-08
"rcvrn",4.13797612316268e-13,1.31541214805127,0.447,0.135,1.66392157888494e-08
"chic2",4.72255995619899e-13,-0.440977528423619,0.019,0.2,1.89898858398717e-08
"cuedc1",5.60760725219981e-13,-0.652589162298779,0.04,0.252,2.25487495218207e-08
"cntnap1",5.70733010851533e-13,-0.685716178641632,0.037,0.245,2.2949745099351e-08
"rps8",5.74381068878368e-13,-0.662601340280111,0.202,0.542,2.3096437160668e-08
"rab28",6.72111923469089e-13,-0.313294179216921,0.043,0.265,2.70262925546155e-08
"n4bp2l2",6.88456328715793e-13,1.40986215994609,0.484,0.219,2.76835174339908e-08
"ppp3r1",7.07203967956263e-13,-0.515260402223922,0.064,0.31,2.84373787554893e-08
"sema4g",7.1708758119185e-13,-0.581840039222585,0.061,0.303,2.88348087273055e-08
"rp9",7.2229233966751e-13,-0.367646773875466,0.024,0.213,2.90440972703702e-08
"ctbp1",7.60937653461719e-13,-0.466483306283792,0.074,0.335,3.05980639833492e-08
"cntfr",7.8386588404061e-13,-0.669524427140098,0.048,0.271,3.1520031063157e-08
"mamld1",8.12077274868937e-13,-0.587906358773991,0.016,0.187,3.26544392997548e-08
"mcu",8.40853131611611e-13,-0.512615188105794,0.003,0.142,3.38115452752345e-08
"gnb2l1",8.50541204719805e-13,1.34761675494576,0.271,0,3.42011123829881e-08
"prrt2",8.50543084202462e-13,1.37843297162983,0.271,0,3.42011879588652e-08
"dtx4",9.54155705387049e-13,-0.356058162895572,0.027,0.219,3.83675550693186e-08
"rpl23",1.01441455027993e-12,-0.659820225839256,0.152,0.458,4.07906234813064e-08
"sv2a",1.04969915464861e-12,-0.72296567099222,0.415,0.748,4.22094527075752e-08
"snap91",1.04988359351667e-12,-0.531070542626061,0.122,0.426,4.22168691788986e-08
"traip",1.05114119567298e-12,-0.547234855411024,0.019,0.194,4.22674386192061e-08
"dcaf11",1.10155657569589e-12,-0.595134852335149,0.04,0.252,4.42946914653074e-08
"rp11-382a20.3",1.15639580971136e-12,1.34754462328357,0.269,0,4.64998319043033e-08
"cdadc1",1.18828899328747e-12,-0.536182656328487,0.019,0.194,4.77822887090825e-08
"rtn1",1.21686639562301e-12,-1.08799401833162,0.263,0.581,4.89314146343968e-08
